,k,rmse,mae,it,normalize
0,5,0.8602240960009849,0.6376943221243636,0,none
1,6,0.8556609260271105,0.6352757205764593,0,none
2,7,0.8496423501984599,0.6330918306073375,0,none
3,8,0.8479955234105023,0.6333134364634564,0,none
4,9,0.8471539659878985,0.6337248767267938,0,none
5,10,0.8461999882544448,0.6340262289196481,0,none
6,11,0.8463693686269179,0.6352635824388218,0,none
7,12,0.8481577785900595,0.6375631493650884,0,none
8,13,0.8506447968003535,0.6399015585539791,0,none
9,14,0.8507909328698405,0.6404668459487319,0,none
10,15,0.8515034971498506,0.6405206985546273,0,none
11,16,0.8526047128304457,0.641297987052091,0,none
12,5,0.8137836455914276,0.6057283851821006,0,movieId
13,6,0.8082821882105613,0.6012031397465905,0,movieId
14,7,0.8067106061220983,0.6001115811280496,0,movieId
15,8,0.8045257038191908,0.5999351780009314,0,movieId
16,9,0.8046260936171276,0.5999927164097505,0,movieId
17,10,0.8025660999893661,0.5988681260505925,0,movieId
18,11,0.8015553534565848,0.5986172242184492,0,movieId
19,12,0.8025995341607973,0.5998119674482686,0,movieId
20,13,0.8028882785309114,0.6001167578588377,0,movieId
21,14,0.8044961521043259,0.6012836479662422,0,movieId
22,15,0.8048697615724926,0.6012531650106563,0,movieId
23,16,0.8044800775331844,0.6011182258573324,0,movieId
24,5,0.8423858156965814,0.6248024012005997,0,userId
25,6,0.8337191369731252,0.6199499749874945,0,userId
26,7,0.8284180050131628,0.6177869887324565,0,userId
27,8,0.8262939327634812,0.6186597465399366,0,userId
28,9,0.825927002837739,0.6196678895003181,0,userId
29,10,0.82463793861552,0.6190147851703666,0,userId
30,11,0.8241044329717258,0.6190902774619629,0,userId
31,12,0.8236968415162331,0.618903441619801,0,userId
32,13,0.8246561820318425,0.6201219996167435,0,userId
33,14,0.8253591238390091,0.6203160526872383,0,userId
34,15,0.8260273870490134,0.6210049685737522,0,userId
35,16,0.826357898085174,0.6215919287204931,0,userId
36,5,0.8649028091282067,0.6456635972375124,1,none
37,6,0.8589452923546147,0.642290561505353,1,none
38,7,0.8572825827113509,0.6421928545214477,1,none
39,8,0.8560256386657902,0.64142430568464,1,none
40,9,0.855245472966013,0.6423112150141586,1,none
41,10,0.856003393915684,0.642163860172575,1,none
42,11,0.8564824258585053,0.6437220807529074,1,none
43,12,0.8574427051394553,0.6443230003684423,1,none
44,13,0.8583412509687888,0.6453226179730005,1,none
45,14,0.8591918713901303,0.6460521206792865,1,none
