,k,rmse,mae,it,normalize
0,5,0.8965068233668214,0.6740515122368254,0,none
1,6,0.8880160909961038,0.6694542410316705,0,none
2,7,0.883678758816282,0.6664147544237292,0,none
3,8,0.8777523925254557,0.6620978946243454,0,none
4,9,0.8714362256474086,0.6594825027014927,0,none
5,10,0.8679409988176969,0.6573260660468122,0,none
6,11,0.8676995693088214,0.6576214210071218,0,none
7,12,0.8670374404187301,0.6580590288910235,0,none
8,13,0.8658968778027201,0.6591157586668936,0,none
9,14,0.8660527130051744,0.658983343257153,0,none
10,15,0.8657813703033994,0.6585586548395117,0,none
11,16,0.8651123208052289,0.6584341936518114,0,none
12,5,0.8701055079151407,0.6604776096156377,0,movieId
13,6,0.8643083301733607,0.6565804520745949,0,movieId
14,7,0.8599693290281377,0.6537055925419597,0,movieId
15,8,0.8546692038444299,0.6502354543672586,0,movieId
16,9,0.851351398986565,0.6485086112456641,0,movieId
17,10,0.8497004236096072,0.6470921419509792,0,movieId
18,11,0.847082386543197,0.6451163069997143,0,movieId
19,12,0.8471605157634171,0.6450643730514375,0,movieId
20,13,0.8459526068812068,0.6438990120301403,0,movieId
21,14,0.8445834133281657,0.6432624320129334,0,movieId
22,15,0.8440091068298193,0.6426853367477108,0,movieId
23,16,0.8434477589647861,0.6423804109591172,0,movieId
24,5,0.8785220678346223,0.6620921305182327,0,userId
25,6,0.8664024032362372,0.6538529892656545,0,userId
26,7,0.8577808281937765,0.647663223958808,0,userId
27,8,0.8534988143289912,0.6447403497547451,0,userId
28,9,0.8497788810099557,0.6420227008838758,0,userId
29,10,0.8478239492506758,0.6404190658989167,0,userId
30,11,0.8461279125035056,0.6392669497275995,0,userId
31,12,0.8445252392851034,0.6387555982085723,0,userId
32,13,0.8417430116123246,0.6362599865478936,0,userId
33,14,0.8413875761263024,0.6360897846022597,0,userId
34,15,0.8406556104649967,0.6354197767825406,0,userId
35,16,0.8398757992100628,0.6348035295372148,0,userId
36,5,0.8834174915072583,0.6666631038905491,1,none
37,6,0.8759101552479461,0.660592133390336,1,none
38,7,0.8704370716741917,0.6576375740548439,1,none
39,8,0.8657850424397986,0.6549072787516033,1,none
40,9,0.8630802624102116,0.6537159754881097,1,none
41,10,0.8617141660527914,0.6527575887131273,1,none
42,11,0.861309925134054,0.6524252788682043,1,none
43,12,0.8622104284994119,0.6532750819438501,1,none
44,13,0.8622152491911943,0.6532336304140425,1,none
45,14,0.8611716525266494,0.6524957246686597,1,none
46,15,0.86090209941207,0.6526924408070184,1,none
47,16,0.8617764800498728,0.6532419990227815,1,none
48,5,0.88818313349536,0.6679329446568188,1,movieId
49,6,0.8839499884336508,0.6636325640842954,1,movieId
50,7,0.8775139188503185,0.6599602133540055,1,movieId
51,8,0.8732318860553729,0.6563539544873266,1,movieId
52,9,0.8718617971898031,0.6553127771398515,1,movieId
53,10,0.8690729122606419,0.6534514244410775,1,movieId
54,11,0.8659698647076571,0.6513269231814548,1,movieId
55,12,0.8639832622260514,0.6494325027266706,1,movieId
56,13,0.863736841603402,0.6492191827169812,1,movieId
57,14,0.862481148952736,0.6488940787014083,1,movieId
58,15,0.860627770922382,0.6477744455182928,1,movieId
59,16,0.8602075736860029,0.6484812802600952,1,movieId
60,5,0.8742218387819772,0.6596978139734213,1,userId
61,6,0.8629872637710502,0.6518520502929005,1,userId
62,7,0.8546234890973381,0.6459647296552532,1,userId
63,8,0.8516651512125937,0.644127732533219,1,userId
64,9,0.8461196201630945,0.6407582035529008,1,userId
65,10,0.8437155796982977,0.638651950278614,1,userId
66,11,0.8428922063904093,0.6380440712309519,1,userId
