,normalize,rmse,mae,no_match
0,none,0.9218623251605438,0.7065841498164843,0
1,movieId,0.8325845714241559,0.6346818441553984,0
2,userId,94.58949278243227,5.922825178337772,1
3,none,0.9271656012799981,0.7120574994612741,0
4,movieId,0.8368145228753797,0.6274235667406124,0
5,userId,40.1587577524406,4.533340436309923,0
6,none,0.9431434998366928,0.7222134236986021,0
7,movieId,0.8285268996797899,0.6309303696556816,0
8,userId,91.64605117903582,5.682996065395682,0
