,normalize,rmse,mae,no_match
0,none,0.9174485434297933,0.7085884403540013,0
1,movieId,6.666901934964314,0.8481695844949201,0
2,userId,41.64182853112164,5.332935545127254,0
3,none,0.8980948895788221,0.6899574193606984,0
4,movieId,2.025996299583817,0.7732866006731923,0
5,userId,349.11359213596904,10.895949994273593,0
6,none,0.9034378707674459,0.7008795931402083,0
7,movieId,3.167207458832141,0.8172634658943085,0
8,userId,68.23582553987954,6.173939068720361,0
