,normalize,err,no_match
0,none,0.9236715822087964,0
1,movieId,0.8316765305623792,0
2,userId,53.33243959433766,0
3,none,0.9336120192483827,0
4,movieId,0.831634008471715,0
5,userId,160.12837168289624,0
6,none,0.934401891065281,0
7,movieId,0.8363191148806436,0
8,userId,168.35276114018467,0
