,k,rmse,mae,it,normalize
0,5,0.8793213132417266,0.6733387213266563,0,userId
1,6,0.8766213439555405,0.6706113215836933,0,userId
2,7,0.8770190155094372,0.6719595373314143,0,userId
3,8,0.8758360602984482,0.6702210860135468,0,userId
4,9,0.8755391731738978,0.6696354591284237,0,userId
5,10,0.8751657281067203,0.6692412528690616,0,userId
6,11,0.8757146636800774,0.6693623929921522,0,userId
7,12,0.8762844803638152,0.6702822477777496,0,userId
8,13,0.8764675927373972,0.6697781706169057,0,userId
9,14,0.8770361600989438,0.669969495365943,0,userId
10,15,0.8776511116213703,0.6707328669647199,0,userId
11,20,0.8797712916659834,0.6724892656521144,0,userId
12,30,0.8874051537683149,0.6790720327295723,0,userId
13,40,0.8932139446177865,0.6837760572034421,0,userId
14,5,0.883051357516659,0.676119589173273,0,movieId
15,6,0.8818805930016327,0.6741001278133905,0,movieId
16,7,0.8807243629110486,0.6729902976664037,0,movieId
17,8,0.8798569014692914,0.6724241040133374,0,movieId
18,9,0.8808620992871193,0.6735878853005522,0,movieId
19,10,0.8798812813065389,0.673190919309344,0,movieId
20,11,0.8800093738445895,0.6727054327522662,0,movieId
21,12,0.878495857702699,0.6717217391630487,0,movieId
22,13,0.8779997149749277,0.6716334277304353,0,movieId
23,14,0.8776584345550484,0.6710924377430462,0,movieId
24,15,0.8782343021921344,0.6718867219777442,0,movieId
25,20,0.8809813274243746,0.6723259264923818,0,movieId
26,30,0.8867402279350518,0.6769412783021388,0,movieId
27,40,0.8912391400351426,0.6799508467608922,0,movieId
28,5,0.8695340952934811,0.6629658177622134,1,userId
29,6,0.8668436113539165,0.6613831115017096,1,userId
30,7,0.8674017870938088,0.661643279539023,1,userId
31,8,0.8664461756546674,0.66096029247921,1,userId
32,9,0.8673069626904105,0.6610541398962755,1,userId
33,10,0.8672388370058582,0.6609008800640581,1,userId
34,11,0.8671809117186928,0.6611490666698571,1,userId
35,12,0.8689679824659414,0.6626102343149026,1,userId
36,13,0.869650591906538,0.6636631496355292,1,userId
37,14,0.8694670675232892,0.6625976448667737,1,userId
38,15,0.8705006411518665,0.6644593856158781,1,userId
39,20,0.8748630661858273,0.6683712981709707,1,userId
40,30,0.8814181155251477,0.6726008500398695,1,userId
41,40,0.8887392039072887,0.6784438488126596,1,userId
42,5,0.8867517873328051,0.6883892693115226,1,movieId
43,6,0.8874830099950504,0.688724004311993,1,movieId
44,7,0.8864033207044055,0.6873616614021845,1,movieId
45,8,0.8845698564776993,0.6859850092203825,1,movieId
46,9,0.8848163130780777,0.6867787185312991,1,movieId
47,10,0.8846972243964668,0.6871540167940539,1,movieId
48,11,0.8843942639901269,0.6870070477865037,1,movieId
49,12,0.8844035744680738,0.6870057756236931,1,movieId
50,13,0.8853458085758158,0.6880364591223633,1,movieId
51,14,0.8849122676726141,0.6879871771631579,1,movieId
52,15,0.8848174434647263,0.6880582453033237,1,movieId
53,20,0.8868305873810384,0.6878008044750696,1,movieId
54,30,0.8908749662387819,0.6917145897337594,1,movieId
55,40,0.8942215819566083,0.6945381266677079,1,movieId
56,5,0.8579565898180687,0.6565273028425955,2,userId
57,6,0.856230910378782,0.6550725742990903,2,userId
58,7,0.8557597835026385,0.6543347265218168,2,userId
59,8,0.8556311819837559,0.6543228095299676,2,userId
60,9,0.8559038277639961,0.6542509586781411,2,userId
61,10,0.8563832462292039,0.6544230003903132,2,userId
62,11,0.8570607512479377,0.6543419862552214,2,userId
63,12,0.8579287818715182,0.6548782213209066,2,userId
64,13,0.8588547424353581,0.6556891076162082,2,userId
65,14,0.8593974244726034,0.6549681786212461,2,userId
66,15,0.8590921997040402,0.6551233298623278,2,userId
67,20,0.8628588309219781,0.6581069682945634,2,userId
68,30,0.8711569073145502,0.6656314242720244,2,userId
69,40,0.8776580071326495,0.6715371099736566,2,userId
70,5,0.8950606918500056,0.6833170044608129,2,movieId
71,6,0.8934704038191459,0.6816053052091772,2,movieId
72,7,0.8936595476498044,0.6815175691416482,2,movieId
73,8,0.8912822225631616,0.6789877739104,2,movieId
74,9,0.8905982148845591,0.6784869679162372,2,movieId
75,10,0.8906265871309751,0.6780931581945984,2,movieId
76,11,0.891231492726757,0.6777820554667746,2,movieId
77,12,0.8922859262278799,0.6787596774741794,2,movieId
78,13,0.8927993690449977,0.6793901480931583,2,movieId
79,14,0.8927162093419336,0.6795956986764097,2,movieId
80,15,0.8925114304738231,0.6796060047263397,2,movieId
81,20,0.8930890361639607,0.6797464550208258,2,movieId
82,30,0.8963890296124344,0.683385131946122,2,movieId
83,40,0.8994182896213422,0.6849346537749897,2,movieId
