,normalize,rmse,mae,no_match
0,none,0.9320287352703722,0.7173137089151246,0
1,movieId,0.8214439427147678,0.6229772167219257,0
2,userId,157.52673758844944,6.17831672428212,0
3,none,0.9165860524575259,0.7037381602882845,0
4,movieId,0.830817044675104,0.6283327879759274,0
5,userId,230.7957081421515,8.599461945221046,0
6,none,0.9290127015797789,0.7162324183057545,0
7,movieId,0.8256540558594883,0.6268848022006426,0
8,userId,44.476513241370256,4.672099083551758,0
