,normalize,rmse,mae,no_match
0,none,0.9030601519395953,0.6941773272777286,0
1,movieId,12.632138134314575,0.9424834719423919,0
2,userId,194.1023951622039,9.695879159472394,0
3,none,0.9155885214902254,0.7069315024543045,0
4,movieId,2.4535560019055334,0.814380142557826,0
5,userId,258.8772062940916,8.267322687051115,0
6,none,0.9259542155631242,0.715329958857016,0
7,movieId,3.838807643872785,0.8644366258868068,0
8,userId,1653.3126440710441,22.592838968376647,0
