,normalize,rmse,mae,no_match
0,none,0.8871554001531687,0.6832934909337259,0
1,movieId,6.216870908348795,0.770436623477076,0
2,userId,440.4522394875463,12.355422630377246,0
3,none,0.8976344636916357,0.6914559622481475,0
4,movieId,5.096174965263603,0.775348467933055,0
5,userId,91.41422999276271,8.67196957818259,0
6,none,0.8849978034156685,0.6843205439915452,0
7,movieId,2.4438003310062584,0.7114945993677341,0
8,userId,387.87744881386516,14.933128628338828,0
