,normalize,rmse,mae,no_match
0,none,0.9250231358091398,0.7115737661181187,0
1,movieId,0.8976025641568299,0.6365398871881637,0
2,userId,63.673074728685,5.134290711381264,0
3,none,0.9248461063346463,0.7113327383214992,0
4,movieId,0.8251324812787186,0.6317892046392034,0
5,userId,1290.9584555162915,18.257800925132255,0
6,none,0.9269314555833614,0.7147612064669282,0
7,movieId,0.8266173126653231,0.6286906900535022,0
8,userId,94.2686746073362,6.0483976835761375,0
